query,ground_truth,prediction,chunk_size,overlap,top_k,reranking,prompt_type,f1,em,faithfulness,citation_acc,context_recall,context_precision,latency,not_found
Where was Super Bowl 50 held?,"Santa Clara, California.","The location where Super Bowl 50 was held is Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. 

[1], [2], [3], [4], and [5] all state the same information about the location of Super Bowl 50, making it unnecessary to provide separate citations for each source.",128,32,5,off,citation,0.11538461538461538,0,1,1.0,1,1.0,0.7717075347900391,0
The name of the NFL championship game is?,Super Bowl,"Not found. The text does not mention the name of the NFL championship game, only the specifics of Super Bowl 50.",128,32,5,off,citation,0.17391304347826084,0,0,0.0,1,1.0,0.5044727325439453,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"The AFC playoff winner in 2015 is not explicitly stated in the provided context. The context only mentions Super Bowl 50, but does not provide information on the teams that made it to the AFC playoffs or which team won the divisional playoff.",128,32,5,off,citation,0.0,0,0,0.0,1,1.0,0.6684041023254395,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"There is no mention of a specific color being used to emphasize the 50th anniversary of the Super Bowl in the context provided. However, gold is mentioned throughout the text as it relates to the ""golden anniversary"" and various gold-themed initiatives.",128,32,5,embedding,baseline,0.047619047619047616,0,1,0.0,1,1.0,0.6690788269042969,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no theme mentioned in the context. The text only discusses the facts about Super Bowl 50, such as the teams that played, the score, and the location of the game, but does not mention a specific theme or message.",128,32,5,embedding,baseline,0.0,0,1,0.0,1,1.0,0.8722598552703857,0
What day was the game played on?,"February 7, 2016","There is no answer provided, only context. The context mentions a bowl game with Roman numerals, but it does not specify the date of the game or what day of the week it was played on.",128,32,5,embedding,baseline,0.0,0,0,0.0,0,0.0,0.5429291725158691,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no mention of a theme in the provided context. The text only discusses the facts and details about Super Bowl 50, such as the teams that played, the score, the location, and the significance of the game being the league's golden anniversary.",128,32,5,embedding,baseline,0.0,0,0,0.0,1,1.0,0.6818172931671143,0
Super Bowl 50 decided the NFL champion for what season?,2015,The NFL champion for the season that Super Bowl 50 decided was the 2015 season.,128,32,5,embedding,baseline,0.125,0,0,0.0,1,1.0,0.47450709342956543,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The answer is not explicitly stated in the context, but it can be inferred. The text states that this was the Denver Broncos' third Super Bowl title. Since Super Bowl 50 was played in 2016, and the text does not provide information on previous Super Bowl wins by the Broncos, we can assume that this refers to their win in Super Bowl 50.",128,32,5,embedding,baseline,0.0,0,1,0.0,1,1.0,0.8209381103515625,0
What was the final score of Super Bowl 50? ,24–10,The final score was 24-10 in favor of the Denver Broncos.,128,32,5,embedding,baseline,0.0,0,0,0.0,1,1.0,0.45233774185180664,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","The month and day are not explicitly stated, but February 7 is mentioned. The year is 2016.",128,32,5,embedding,baseline,0.1,0,0,0.0,1,1.0,0.49074316024780273,0
What year was Super Bowl 50?,2015,2016.,128,32,5,embedding,baseline,0.0,0,1,0.0,1,1.0,0.36844635009765625,0
The name of the NFL championship game is?,Super Bowl,"The answer is not explicitly stated in the provided context, but it can be inferred. The context mentions that this was the 50th Super Bowl and temporarily suspends the tradition of naming each Super Bowl game with Roman numerals. Therefore, the name of the NFL championship game would logically be ""Super Bowl L"" (L being the Roman numeral for 50).",128,32,5,embedding,baseline,0.06451612903225806,0,1,0.0,1,1.0,0.8164868354797363,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found. The question is not answered in any of the provided sources.,128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.4453775882720947,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3627626895904541,1
Where did Super Bowl 50 take place?,"Santa Clara, California",Not found,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36231255531311035,1
Which NFL team won Super Bowl 50?,Denver Broncos,Not found.,128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.3694286346435547,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36661601066589355,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources mention a specific theme for Super Bowl 50. However, they all confirm the match-up and result between the Denver Broncos and Carolina Panthers.",128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.59136962890625,1
What day was the game played on?,"February 7, 2016","Not found. The provided information does not specify a particular day when a Super Bowl L game was played. It only mentions that it was a bowl game with Roman numerals under which the game would have been known as ""Super Bowl L"".",128,32,5,embedding,strict,0.0,0,0,0.0,0,0.0,0.5915060043334961,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3873915672302246,1
What does AFC stand for?,American Football Conference,NOT FOUND,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3597872257232666,1
What day was the Super Bowl played on?,"February 7, 2016","Not found. The text does not specify which day the Super Bowl was played on, only the date (February 7, 2016).",128,32,5,embedding,strict,0.08333333333333333,0,0,0.0,1,1.0,0.5323226451873779,1
Who won Super Bowl 50?,Denver Broncos,"Not found. None of the provided sources contradict or provide any information other than a repetition of the same text, but there is no single source that directly answers who won Super Bowl 50. Sources [1] and [2] both state the Denver Broncos as the winners, but the question's requirement for only fully supported answer was not met by any of the provided sources due to the repetitive nature of their information",128,32,5,embedding,strict,0.05405405405405406,0,0,1.0,1,1.0,0.8485946655273438,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36042165756225586,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.2990717887878418,1
Super Bowl 50 decided the NFL champion for what season?,2015,Not found.,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3736388683319092,1
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The question asks for the year when the Denver Broncos secured a third Super Bowl title, but the context provided does not include information about subsequent Super Bowl wins beyond Super Bowl 50 (2016).",128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.6243634223937988,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found.,128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.37308549880981445,1
What was the final score of Super Bowl 50? ,24–10,The final score was 24-10.,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.4127376079559326,0
What year was Super Bowl 50?,2015,The year was 2016.,128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.3912692070007324,0
What team was the NFC champion?,Carolina Panthers,Not found.,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.37572669982910156,1
Who won Super Bowl 50?,Denver Broncos,Not found.,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36971139907836914,1
The name of the NFL championship game is?,Super Bowl,Not found,128,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3651771545410156,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found.,128,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.37135982513427734,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"The NFC team that represented the National Football Conference (NFC) at Super Bowl 50 is not explicitly mentioned in the context provided. However, it can be inferred that the NFC champion was Carolina Panthers as stated in [1], [2], [3], [4], and [5].",128,32,5,embedding,citation,0.08888888888888888,0,0,1.0,1,1.0,0.7250187397003174,0
Which NFL team won Super Bowl 50?,Denver Broncos,"[1] The NFL team that won Super Bowl 50 is the Denver Broncos. [2], [3], [4], [5]

(All sources agree on this fact)",128,32,5,embedding,citation,0.08,0,1,1.0,1,1.0,0.5822064876556396,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. The text does not mention a specific color being used to emphasize the 50th anniversary of the Super Bowl, only that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",128,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.6144773960113525,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The provided context does not mention a specific theme for Super Bowl 50, only its details and significance.",128,32,5,embedding,citation,0.0,0,1,0.0,1,1.0,0.5062375068664551,1
What day was the game played on?,"February 7, 2016","Not found. The context only mentions the Roman numeral and name of the bowl game (""Super Bowl L""), but does not provide information about the specific day the game was played on. [1], [2], [3], [4], and [5] all seem to be repeating the same information, which is not helpful in answering the question.",128,32,5,embedding,citation,0.0,0,0,1.0,0,0.0,0.715094804763794,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found. None of the provided citations contain information about the theme of Super Bowl 50.,128,32,5,embedding,citation,0.0,0,1,0.0,1,1.0,0.4710359573364258,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"According to the context, Super Bowl 50 would have been called ""Super Bowl L"" [1], [2], [3], [4], and [5] if Roman numerals were used.",128,32,5,embedding,citation,0.14285714285714285,0,1,1.0,1,1.0,0.5417349338531494,0
Super Bowl 50 decided the NFL champion for what season?,2015,"[1], [2], [3], [4], and [5] all state that Super Bowl 50 decided the NFL champion for the 2015 season.",128,32,5,embedding,citation,0.09523809523809523,0,0,1.0,1,1.0,0.5682601928710938,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The provided text only mentions that the Denver Broncos earned their third Super Bowl title in Super Bowl 50, but does not specify the year they secured it for the first and second times.",128,32,5,embedding,citation,0.0,0,1,0.0,1,1.0,0.6073558330535889,1
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was [1, 2, 3, 4, 5] Denver Broncos defeated Carolina Panthers 24–10.",128,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.5603728294372559,0
What year was Super Bowl 50?,2015,"The year Super Bowl 50 was played is not explicitly stated in the provided context. However, it can be inferred that the game took place in 2016, as it mentions February 7, 2016, which is the date of the game [1], [2], [3], [4], and [5].",128,32,5,embedding,citation,0.0,0,1,1.0,1,1.0,0.7738502025604248,0
What team was the NFC champion?,Carolina Panthers,"Not found. The provided text does not mention the NFC champion, but it does state that the Denver Broncos defeated the Carolina Panthers to become the NFC champion [1-5].",128,32,5,embedding,citation,0.12903225806451613,0,0,0.0,1,1.0,0.5750656127929688,1
Super Bowl 50 determined the NFL champion for what season?,2015,"The NFL champion for the 2015 season. [1], [2], [3], [4], [5]",128,32,5,embedding,citation,0.15384615384615385,0,1,1.0,1,1.0,0.5118353366851807,0
Where was Super Bowl 50 held?,"Santa Clara, California.","Levi's Stadium in the San Francisco Bay Area at Santa Clara, California [1], [2], [3], [4], and [5].",128,32,5,embedding,citation,0.1904761904761905,0,1,1.0,1,1.0,0.5486817359924316,0
The name of the NFL championship game is?,Super Bowl,"Not found. The provided context does not mention the name of the NFL championship game in general, but only specifically mentions Super Bowl 50. There is no information on what to call other NFL championship games.",128,32,5,embedding,citation,0.10526315789473684,0,0,0.0,1,1.0,0.61781907081604,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. There is no information in the provided context about a specific 2015 NFL team that won an AFC playoff, apart from the fact that Super Bowl 50 was played between the Denver Broncos (AFC champion) and Carolina Panthers (NFC champion).",128,32,5,embedding,citation,0.0909090909090909,0,0,0.0,1,1.0,0.6931540966033936,1
